TS,T,C,O,H,L,V
1339952400,2012-06-18,435.59,436.89,439.29,433.75,56097120
1340038800,2012-06-19,431.08,434.04,435.11,430.23,38876360
1340125200,2012-06-20,432.89,431.8,434.16,429.2,29800090
1340211600,2012-06-21,431.14,432.27,433.49,430.83,37060530
1340298000,2012-06-22,427.17,429.95,430.19,426.5,48829270
1340557200,2012-06-25,424.12,426.54,429.81,422.95,47764430
1340643600,2012-06-26,419.19,421.17,421.76,417.92,45758250
1340730000,2012-06-27,418.04,419.78,422.17,418,38965550
1340816400,2012-06-28,418.16,418.04,418.78,415.34,34918150
1340902800,2012-06-29,422.37,420.76,422.37,418.49,29707980
1341162000,2012-07-02,419.3,421.94,424.95,418.18,29566340
1341248400,2012-07-03,413.09,416.47,417.21,411.86,39604310
1341334800,2012-07-04,410.73,413.41,416.03,410.73,26185920
1341421200,2012-07-05,413.83,410.85,413.83,408.43,29125000
1341507600,2012-07-06,415.44,414.01,417.97,413.53,35761520
1341766800,2012-07-09,408.12,413.59,414.39,407.51,28468730
1341853200,2012-07-10,405.39,406.4,409.86,405.39,23787430
1341939600,2012-07-11,407.28,405.29,408.21,405.07,19661440
1342026000,2012-07-12,408.72,408.16,409.7,407.45,24196650
1342112400,2012-07-13,416.98,409.85,416.98,409.85,52781490
1342371600,2012-07-16,413.98,417.54,418.78,413.28,39131160
1342458000,2012-07-17,417.55,411.72,418.5,411.72,35729970
1342544400,2012-07-18,418.83,418.19,419.91,416.1,37431400
1342630800,2012-07-19,428.38,417.77,428.38,417.77,72870110
1342717200,2012-07-20,424.47,432.1,432.46,424.47,66737560
1342976400,2012-07-23,421.99,423.31,426.13,421.42,46579310
1343062800,2012-07-24,415.63,420.19,420.62,414.6,41476390
1343149200,2012-07-25,412.91,412.94,415.71,412.56,39084070
1343235600,2012-07-26,414.8,413.78,416.63,412.89,29727140
1343322000,2012-07-27,413.16,416.43,417.68,412.47,34240000
1343581200,2012-07-30,415,410.57,415.23,410.08,23591670
1343667600,2012-07-31,414.48,415.7,416.57,414.19,20631280
1343754000,2012-08-01,412.55,413.73,413.99,410.94,25901500
1343840400,2012-08-02,416.1,414.23,417.96,414.23,18712110
1343926800,2012-08-03,418.21,417.63,419.26,417.09,21684770
1344186000,2012-08-06,423.16,419.29,423.77,419.29,39532210
1344272400,2012-08-07,422.5,423.72,425.46,422.44,29412990
1344358800,2012-08-08,423.57,422.74,424.52,421.31,22369090
1344445200,2012-08-09,426.98,424.43,428.21,424.43,37482300
1344531600,2012-08-10,425.56,427.49,427.93,425.06,31538750
1344790800,2012-08-13,426.17,423.79,426.38,423.44,23477000
1344877200,2012-08-14,429.47,425.79,430.89,425.79,44659470
1344963600,2012-08-15,430.77,429.96,432.44,429.96,31649990
1345050000,2012-08-16,430.83,432.25,433.63,429.43,24219370
1345136400,2012-08-17,433.45,430.83,434.72,430.83,33643260
1345395600,2012-08-20,437.28,435.33,437.61,434.92,32299370
1345482000,2012-08-21,416.84,430.79,430.79,416.23,61664400
1345568400,2012-08-22,410.23,404.22,413.42,404.17,67225540
1345654800,2012-08-23,392.82,400.03,400.07,391.54,37075760
1345741200,2012-08-24,399.72,379.45,402.22,378.17,88370910
1346000400,2012-08-27,386.19,395.36,395.37,385.05,39922570
1346086800,2012-08-28,385.78,381.06,386.05,379.61,36811080
1346173200,2012-08-29,393.06,389.85,394.04,389.85,35740700
1346259600,2012-08-30,397.25,394.9,399.44,393.37,35280960
1346346000,2012-08-31,396.02,396.88,398.19,394.29,26853510
1346691600,2012-09-04,402.08,397.37,403.25,397.37,23083200
1346778000,2012-09-05,398.92,403,404.87,396.31,38133340
1346864400,2012-09-06,393.41,396.41,398.77,393.41,27330310
1346950800,2012-09-07,397.51,395.25,397.51,392.56,29332820
1347210000,2012-09-10,388.88,395.72,396.27,386.19,40663290
1347296400,2012-09-11,386.62,383.87,388.02,383.87,33882860
1347382800,2012-09-12,388.35,387.95,390.3,387.47,29879350
1347469200,2012-09-13,391.36,388.55,391.36,387.68,29438490
1347555600,2012-09-14,398.87,398.13,400.09,395.14,42312440
1347814800,2012-09-17,401.75,400.55,405.27,400.07,30647860
1347901200,2012-09-18,394.51,403.48,405.05,392.98,39909580
1347987600,2012-09-19,394.55,391.05,396.17,390.89,37098740
1348074000,2012-09-20,389.28,393.05,393.42,385.9,41727780
1348160400,2012-09-21,395.48,391,395.55,391,49705410
1348419600,2012-09-24,390.37,392.16,394.54,390.08,23173940
1348506000,2012-09-25,391.77,391.17,394.06,390.14,20454330
1348592400,2012-09-26,395.12,392.51,397.86,392.51,22285450
1348678800,2012-09-27,393.34,395.66,396.67,391.34,23383850
1348765200,2012-09-28,392.57,392.11,393.91,390.99,21087270
1349024400,2012-10-01,386.55,391.74,391.86,386.55,27156800
1349110800,2012-10-02,384.32,386.78,387.62,384.2,25540110
1349197200,2012-10-03,385.37,385.61,387.6,383.07,26431310
1349283600,2012-10-04,384.51,385.68,386.66,383.62,20410900
1349370000,2012-10-05,388.16,384.78,388.16,384.65,23961840
1349629200,2012-10-08,393.45,387.83,393.45,387.83,32959790
1349715600,2012-10-09,393.67,394.36,394.87,392.26,33817860
1349802000,2012-10-10,394.66,393.43,394.66,392.63,36353960
1349888400,2012-10-11,394.19,395.32,397.55,393.87,40188670
1349974800,2012-10-12,392.54,394.17,395.01,392.26,40913060
1350234000,2012-10-15,391.56,392.88,394.19,390.72,35599600
1350320400,2012-10-16,399.22,392.6,399.22,392.6,38611240
1350406800,2012-10-17,397.02,399.22,400.97,395.91,34501760
1350493200,2012-10-18,398.51,395.94,399.55,395.94,33648950
1350579600,2012-10-19,398.23,399.52,400.46,394.98,48971260
1350838800,2012-10-22,397,397.77,398.34,394.69,29878260
1350925200,2012-10-23,397.71,397.27,399.22,395.89,19229645
1351011600,2012-10-24,395.45,397.69,398.43,395.24,23435510
1351098000,2012-10-25,389.92,393.79,394.54,389.92,29179710
1351184400,2012-10-26,391.7,390.05,393.13,389.5,20270490
1351443600,2012-10-29,391.36,390.96,392.6,390.63,17333440
1351530000,2012-10-30,389.86,391.13,392.17,389.64,19925250
1351616400,2012-10-31,388.42,388.5,390.05,387.39,19971150
1351702800,2012-11-01,387.95,388.1,389.74,387.95,23091350
1351789200,2012-11-02,375.26,378.74,380.33,374.98,51024090
1352048400,2012-11-05,377.27,372.39,378.45,372.39,27392320
1352134800,2012-11-06,376.95,377.27,379.05,375.12,21859910
1352221200,2012-11-07,380.9,377.83,381.22,375.75,27064820
1352307600,2012-11-08,385.6,380.32,385.6,380.13,21553300
1352394000,2012-11-09,386.71,385.61,386.79,383.72,23169930
1352653200,2012-11-12,388.62,386.71,388.94,385.66,32872920
1352739600,2012-11-13,385.22,387.52,388.43,385.15,27887200
1352826000,2012-11-14,387.71,384.74,389.4,384.61,22054410
1352912400,2012-11-15,386.91,389.84,390.65,386.6,24204300
1352998800,2012-11-16,385.71,385.83,386.25,383.16,18280560
1353258000,2012-11-19,383.32,384.83,386.22,382.42,18508160
1353344400,2012-11-20,385.1,383.23,385.37,381.84,20945930
1353430800,2012-11-21,383.87,385.18,385.8,382.72,19043880
1353517200,2012-11-22,383.22,383.44,384.1,382.57,14762810
1353603600,2012-11-23,381.71,383.22,384.25,381.14,18588540
1353862800,2012-11-26,377.9,382.43,382.62,377.82,19424070
1353949200,2012-11-27,376.89,377.77,378.62,376.08,14100000
1354035600,2012-11-28,375.79,376.13,377.32,374.15,16208860
1354122000,2012-11-29,378.2,377.45,378.62,376.93,14745550
1354208400,2012-11-30,377.82,380.01,380.18,377.52,42641753
1354467600,2012-12-03,379.27,377.94,379.27,375.78,17188480
1354554000,2012-12-04,382.1,379.02,382.1,377.89,23715390
1354640400,2012-12-05,385.69,382.1,387.05,382.1,35839740
1354726800,2012-12-06,385.69,385.59,386.62,384.53,30784560
1354813200,2012-12-07,383.8,386.44,386.6,383.8,26109500
1355072400,2012-12-10,386.69,384.84,387.67,383.53,38296950
1355158800,2012-12-11,389.37,386.25,389.37,385.81,35197200
1355245200,2012-12-12,391.08,388.41,393.13,386.46,45925850
1355331600,2012-12-13,391.19,393.04,393.81,390.57,41652240
1355418000,2012-12-14,392.21,392.23,394.61,392.05,35228470
1355677200,2012-12-17,393.63,391.37,395.3,391.31,44543430
1355763600,2012-12-18,393.39,396.21,396.45,392.34,44355940
1355850000,2012-12-19,398.59,395.84,398.59,395.34,64520540
1355936400,2012-12-20,399.68,399.13,400.71,397.86,61282060
1356022800,2012-12-21,396.78,397.49,400.27,394.27,61459550
1356282000,2012-12-24,399.71,397.25,400.22,396.57,37347230
1356368400,2012-12-25,401.34,401.01,401.72,398.09,43120810
1356454800,2012-12-26,406.1,399.43,406.1,398.31,52980150
1356541200,2012-12-27,409.97,408.32,410.68,406.58,69702680
1356627600,2012-12-28,413.73,409.49,413.73,408.32,54265930
1357059600,2013-01-02,418.35,415.5,419.05,414.41,60311180
1357146000,2013-01-03,419.27,419.51,420.39,413.68,96108870
1357232400,2013-01-04,426.06,418.75,426.48,417.5,62614690
1357491600,2013-01-07,434.19,428.53,434.64,426.86,75204280
1357578000,2013-01-08,447.16,437.25,447.16,437.15,83496290
1357664400,2013-01-09,448.77,447.16,457.75,442.26,131421730
1357750800,2013-01-10,460.12,447.99,460.12,444.08,69049730
1357837200,2013-01-11,462.69,468.39,469.16,461.74,71736170
1358096400,2013-01-14,458.97,458.08,462.08,455.51,66848260
1358182800,2013-01-15,461.42,459.24,461.42,455.93,85189720
1358269200,2013-01-16,465.25,462.17,470.34,462.17,93433920
1358355600,2013-01-17,456.76,465.66,466.55,456.76,94351780
1358442000,2013-01-18,454.16,458.21,459.82,450.28,80290320
1358701200,2013-01-21,447.79,453.91,456.34,447.79,54041190
1358787600,2013-01-22,442.85,449.01,450.8,441.24,65199100
1358874000,2013-01-23,443.37,443.96,447.79,440.48,47135470
1358960400,2013-01-24,452.4,444.34,452.4,444.19,46685140
1359046800,2013-01-25,468.09,455.28,468.09,455.25,81211500
1359306000,2013-01-28,479.6,474.27,485.67,474.27,104590640
1359392400,2013-01-29,484.01,478.02,484.34,476.33,83689610
1359478800,2013-01-30,487.6,486.67,490.89,482.76,81816460
1359565200,2013-01-31,479.79,484.04,485.19,479.79,77545380
1359651600,2013-02-01,483.42,477.11,483.42,473.23,57696770
1359910800,2013-02-04,482.38,487.06,488.96,482.38,50205730
1359997200,2013-02-05,477.36,481.82,482.56,477.36,53187860
1360083600,2013-02-06,488.36,479.62,488.62,479.62,61098630
1360170000,2013-02-07,490.62,490.88,493.72,488.03,66319750
1360256400,2013-02-08,494.03,491.85,495.72,489.64,58838750
1361120400,2013-02-18,493.95,497.87,497.87,493.95,67678930
1361206800,2013-02-19,490.78,493.4,495.39,490.33,101269460
1361293200,2013-02-20,494.83,487.99,495.82,487.68,75889430
1361379600,2013-02-21,476.73,494.83,497.7,476.73,121293570
1361466000,2013-02-22,477.69,482.03,487.11,470.23,105270730
1361725200,2013-02-25,483.69,481.67,483.97,478.3,47308020
1361811600,2013-02-26,465.05,482.5,482.5,463.64,90251400
1361898000,2013-02-27,465.72,465.89,467.5,459.64,68059040
1361984400,2013-02-28,474.56,465.72,476.41,465.72,50678370
1362070800,2013-03-01,477.15,476.51,480.39,475.46,48407200
1362330000,2013-03-04,468.74,477.04,479.06,468.74,64871200
1362416400,2013-03-05,462.12,467.36,467.84,461.61,57356100
1362502800,2013-03-06,471.09,466.96,471.09,464.19,32607820
1362589200,2013-03-07,466.63,470.73,472.54,466.63,41508530
1362675600,2013-03-08,470.68,468.1,471.75,468.1,30142850
1362934800,2013-03-11,476.5,471.29,476.79,469.78,53886210
1363021200,2013-03-12,475.34,475.23,478.67,470.51,57757820
1363107600,2013-03-13,473.18,476.43,478.05,471.85,48212190
1363194000,2013-03-14,474.6,471.63,474.6,470.81,44795250
1363280400,2013-03-15,481.35,474.99,481.35,474.45,72403940
1363539600,2013-03-18,479.13,481.53,482.59,478.54,46990510
1363626000,2013-03-19,480.48,478.45,482.21,477.55,33082800
1363712400,2013-03-20,487.04,481.88,488.94,480.53,43035240
1363798800,2013-03-21,491.79,488.64,494.57,488.43,48020700
1363885200,2013-03-22,489.99,492.88,500.59,486.15,49788230
1364144400,2013-03-25,493.57,491.76,495.64,488.55,34344960
1364230800,2013-03-26,489.46,494.19,496.32,489.14,36516000
1364317200,2013-03-27,491.26,489.3,492.46,485.34,34896540
1364403600,2013-03-28,490.67,491.64,495.12,487.67,40663170
1364490000,2013-03-29,491.04,487.01,492.96,483.5,35064860
1364749200,2013-04-01,505.81,490.66,505.81,489.9,48073090
1364835600,2013-04-02,509.43,507.31,514.1,507.22,66367870
1364922000,2013-04-03,505.93,509.29,511.59,502.38,53224708
1365008400,2013-04-04,497.35,505.54,506.63,497.35,48524380
1365094800,2013-04-05,502.58,501.16,503.36,497.83,44598800
1365354000,2013-04-08,506.66,505,507.75,501.91,49051910
1365440400,2013-04-09,510.49,505.09,512.85,504.16,58149210
1365526800,2013-04-10,496.5,512.15,518.46,496.5,64402460
1365613200,2013-04-11,504.07,501.39,504.51,497.08,46971210
1365699600,2013-04-12,494.27,505.37,505.9,490.82,50701340
1365958800,2013-04-15,480.02,491.65,491.77,478.8,51237740
1366045200,2013-04-16,478.07,475.07,479.97,466.56,46214530
1366131600,2013-04-17,483.99,482.17,483.99,476.53,28380260
1366218000,2013-04-18,473.21,483.99,483.99,471.1,35218830
1366563600,2013-04-22,468.43,471.81,472.95,466.78,37044620
1366650000,2013-04-23,473.69,470.59,475.48,469.13,30789420
1366736400,2013-04-24,472.89,474.48,475.75,472.89,30220170
1366822800,2013-04-25,476.59,474.87,477.8,474.29,36674860
1366909200,2013-04-26,474.51,477.04,479.12,474.43,30585010
1367427600,2013-05-02,473.02,474.54,476.42,472.16,20665090
1367514000,2013-05-03,475.24,471.14,475.24,470.81,24532380
1367773200,2013-05-06,488.32,478.94,488.32,478.94,47981930
1367859600,2013-05-07,485.58,489.35,491.56,484.39,54751810
1367946000,2013-05-08,485.07,486.74,488.04,483.03,37540320
1368032400,2013-05-09,486.22,485.44,488.57,485.2,46080290
1368118800,2013-05-10,486.1,488.1,490.76,484.75,40392770
1368378000,2013-05-13,488.93,486.96,490.38,486.96,34259220
1368464400,2013-05-14,483.85,486.94,487.45,480.79,43778020
1368550800,2013-05-15,485.97,482.82,487.52,481.8,35892100
1368637200,2013-05-16,490.34,486,491.44,485.28,43474450
1368723600,2013-05-17,487.6,489.99,491.85,487.6,43152850
1368982800,2013-05-20,492.27,487.61,492.96,486.57,46611100
1369069200,2013-05-21,500.18,496.09,502.6,495.95,78862860
1369155600,2013-05-22,502.23,503.23,504.68,501.44,60738030
1369242000,2013-05-23,498.22,501.15,506.58,498.22,76788480
1369328400,2013-05-24,500.24,498.77,503.6,495.96,58885910
1369587600,2013-05-27,512.41,504.38,516.08,504.38,91278250
1369674000,2013-05-28,516.33,515.62,517.97,512.81,83366050
1369760400,2013-05-29,515.09,517.91,520.36,511.32,93465370
1369846800,2013-05-30,521.45,517.18,521.45,513.68,73554110
1369933200,2013-05-31,518.39,526.58,526.58,518.39,97869300
1370192400,2013-06-03,517.03,518.3,521.35,516.64,72365040
1370278800,2013-06-04,510.69,517.03,521.05,510.69,75405700
1370365200,2013-06-05,514.64,512.37,514.64,508.86,54216330
1370451600,2013-06-06,520.9,513.43,521.28,513.16,69643400
1370538000,2013-06-07,527.97,523.21,527.97,523.19,73350530
1370797200,2013-06-10,524.56,530.97,533.15,524.56,75001890
1370883600,2013-06-11,521.95,525.2,525.68,520.94,59009640
1370970000,2013-06-12,518.24,521.21,524.91,518.24,64902640
1371056400,2013-06-13,515.09,518.28,519.54,510.07,60674390
1371142800,2013-06-14,509.03,517.14,518,509.03,58737880
1371402000,2013-06-17,498.52,510.52,511.23,498.31,73309030
1371488400,2013-06-18,498.88,497.06,500.54,495.5,51411630
1371574800,2013-06-19,503.37,501.58,504.11,500.61,42149080
1371661200,2013-06-20,499.51,502.22,503.75,498.55,48665180
1371747600,2013-06-21,498.84,497.3,501.25,495.23,92632850
1372006800,2013-06-24,489.74,500.44,501.14,487.41,54963830
1372093200,2013-06-25,473.02,487.04,488.55,466.78,82915860
1372179600,2013-06-26,473.53,473.26,476.47,466.41,51883710
1372266000,2013-06-27,482.95,476.33,482.95,475,42119150
1372352400,2013-06-28,481.13,484.84,485.94,479.94,42072790
1372611600,2013-07-01,480.04,478.98,482.03,475.26,30796540
1372698000,2013-07-02,489.84,480.72,490.14,480.72,32480660
1372784400,2013-07-03,487.35,489.84,492.93,487.11,36474440
1372870800,2013-07-04,487.22,489.23,490.65,486.49,36277730
1372957200,2013-07-05,485.66,488.06,489.99,485.22,37205860
1373216400,2013-07-08,482.77,485.24,485.95,480.58,34633300
1373302800,2013-07-09,485.5,483.96,485.5,481.14,26299100
1373389200,2013-07-10,484.43,487.81,489.83,484.43,30250970
1373475600,2013-07-11,484.47,484.38,485.44,482.11,28820560
1373562000,2013-07-12,493.99,485.14,493.99,485.13,47970580
1373821200,2013-07-15,494.1,496.12,498.32,492.95,41864550
1373907600,2013-07-16,496.22,494.66,497.83,493.74,40224850
1373994000,2013-07-17,497.5,496.38,498.42,493.37,41625080
1374080400,2013-07-18,496.84,495.68,500.51,494.23,49439580
1374166800,2013-07-19,503.76,499.64,505.38,499.28,42574930
1374426000,2013-07-22,506.16,505.11,507.71,501.63,48725640
1374512400,2013-07-23,504.29,506.16,508.64,504.22,47457480
1374598800,2013-07-24,494.18,503.67,504.27,493.36,55245500
1374685200,2013-07-25,491.78,493.75,495.85,491.76,32971850
1374771600,2013-07-26,493.93,493.5,495.16,487.92,13145432
1375030800,2013-07-29,485.69,493.81,494.36,485.56,29602500
1375117200,2013-07-30,488.54,485.78,490.36,485.74,26663830
1375203600,2013-07-31,491.85,488.1,493.1,487.1,24088410
1375290000,2013-08-01,492.43,490.9,494.31,489.57,27992370
1375376400,2013-08-02,494.66,493.33,495.71,493.02,24490540
1375635600,2013-08-05,493.66,494.38,496.74,492.75,24131750
1375722000,2013-08-06,496.56,492.69,496.56,491.91,29499900
1375808400,2013-08-07,500.1,496.95,502.26,495.02,35379890
1375894800,2013-08-08,498.22,499.53,503.51,497.05,28051650
1375981200,2013-08-09,500.62,498.88,502.04,498.88,25936720
1376240400,2013-08-12,499.46,501.04,501.12,497.53,25895260
1376326800,2013-08-13,497.73,499.46,502.63,497.4,35557220
1376413200,2013-08-14,503.57,498.51,503.89,496.35,34135960
1376499600,2013-08-15,508.22,505.03,509.6,505.03,61913560
1376586000,2013-08-16,507.79,508.22,510.22,505.48,59756870
1376845200,2013-08-19,511.02,507.27,513.34,507.16,60613020
1376931600,2013-08-20,504.81,509.59,510.59,504.11,59507840
1377018000,2013-08-21,502.7,504.77,504.78,497.01,51076640
1377104400,2013-08-22,496.12,499.82,503.92,494.4,50905010
1377190800,2013-08-23,486.82,496.12,497.89,482.78,52560820
1377450000,2013-08-26,490.54,485.26,490.54,478.59,38985570
1377536400,2013-08-27,485.57,488.23,489.89,485.57,24681170
1377622800,2013-08-28,473.3,482.48,482.48,470.29,65368120
1377709200,2013-08-29,468.55,473.33,477.09,468.55,37998330
1377795600,2013-08-30,472.7,469.64,472.7,462.13,33924820
1378141200,2013-09-03,472.17,473.56,477.08,470.26,24864290
1378227600,2013-09-04,471.45,472.77,476.42,469.3,39162900
1378314000,2013-09-05,477.57,473.62,477.77,470.72,37421420
1378400400,2013-09-06,480.03,479.18,480.55,475.16,34861070
1378659600,2013-09-09,470.16,474.6,476.48,469.39,39165760
1378746000,2013-09-10,474.53,470.16,475.62,470.16,27533440
1378832400,2013-09-11,476.4,474.53,478.95,473.68,32033750
1378918800,2013-09-12,475.59,474.97,477.25,474.91,25047660
1379005200,2013-09-13,476.42,475.11,478,474.54,28013440
1379264400,2013-09-16,475.57,478.32,478.7,473.97,36896450
1379350800,2013-09-17,477.73,476.21,480.16,475.82,35374160
1379437200,2013-09-18,474.26,478.65,479.25,473.52,34813400
1379523600,2013-09-19,476.09,477.99,478.99,475.69,32482700
1379610000,2013-09-20,477.19,476.12,477.19,474.7,83027350
1379869200,2013-09-23,479.09,476.79,479.09,475.06,40162060
