<Date>,<Close>,<Open>,<High>,<Low>,<Volume>
2007-08-08,910.05,910.05,910.05,910.05,4836360
2007-08-09,938.21,938.21,938.21,938.21,8625310
2007-08-10,935.68,935.68,935.68,935.68,7597825
2007-08-13,909.15,909.15,909.15,909.15,5324936
2007-08-14,923.15,923.15,923.15,923.15,4766180
2007-08-15,915.34,915.34,915.34,915.34,3200560
2007-08-16,900.26,900.26,900.26,900.26,5827710
2007-08-17,887.93,887.93,887.93,887.93,4301390
2007-08-20,890.02,890.02,890.02,890.02,7374066
2007-08-21,895.72,895.72,895.72,895.72,6565840
2007-08-22,892.07,892.07,892.07,892.07,6263320
2007-08-23,887.62,887.62,887.62,887.62,8751750
2007-08-24,905.48,905.48,905.48,905.48,7620380
2007-08-27,909.07,909.07,909.07,909.07,8735999
2007-08-28,902.58,902.58,902.58,902.58,4974300
2007-08-29,901.17,901.17,901.17,901.17,6194950
2007-08-30,903.94,903.94,903.94,903.94,5323332
2007-08-31,908.37,908.37,908.37,908.37,7093620
2007-09-04,929.85,929.85,929.85,929.85,8041460
2007-09-05,925.57,925.57,925.57,925.57,8291910
2007-09-06,928.36,928.36,928.36,928.36,6856080
2007-09-07,934.13,934.13,934.13,934.13,6282830
2007-09-10,927.14,927.14,927.14,927.14,7248770
2007-09-11,920.48,920.48,920.48,920.48,13325570
2007-09-12,921.19,921.19,921.19,921.19,7029850
2007-09-13,921.31,921.31,921.31,921.31,9379720
2007-09-14,930.46,930.46,930.46,930.46,5354710
2007-09-17,934.74,934.74,934.74,934.74,11095805
2007-09-18,935.17,935.17,935.17,935.17,7460680
2007-09-19,946.22,946.22,946.22,946.22,9151624
2007-09-20,963.61,963.61,963.61,963.61,10779190
2007-09-21,958.67,958.67,958.67,958.67,10885160
2007-09-24,975.82,975.82,975.82,975.82,12054760
2007-09-25,"1,009.88","1,009.88","1,009.88","1,009.88",14900560
2007-09-26,"1,015.91","1,015.91","1,015.91","1,015.91",15853250
2007-09-27,"1,014.09","1,014.09","1,014.09","1,014.09",12683870
2007-09-28,"1,046.86","1,046.86","1,046.86","1,046.86",14801700
2007-10-01,"1,084.39","1,084.39","1,084.39","1,084.39",16492500
2007-10-02,"1,099.48","1,099.48","1,099.48","1,099.48",17546890
2007-10-03,"1,106.60","1,106.60","1,106.60","1,106.60",14399570
2007-10-04,"1,087.76","1,087.76","1,087.76","1,087.76",16414980
2007-10-05,"1,081.63","1,081.63","1,081.63","1,081.63",16276350
2007-10-08,"1,084.87","1,084.87","1,084.87","1,084.87",13375120
2007-10-09,"1,097.36","1,097.36","1,097.36","1,097.36",14172660
2007-10-10,"1,104.67","1,104.67","1,104.67","1,104.67",13552210
2007-10-11,"1,099.31","1,099.31","1,099.31","1,099.31",11499710
2007-10-12,"1,104.61","1,104.61","1,104.61","1,104.61",16053085
2007-10-15,"1,105.21","1,105.21","1,105.21","1,105.21",12778930
2007-10-16,"1,103.88","1,103.88","1,103.88","1,103.88",15307560
2007-10-17,"1,101.29","1,101.29","1,101.29","1,101.29",13546680
2007-10-18,"1,088.68","1,088.68","1,088.68","1,088.68",15254320
2007-10-19,"1,097.07","1,097.07","1,097.07","1,097.07",12240170
2007-10-22,"1,085.74","1,085.74","1,085.74","1,085.74",10364315
2007-10-23,"1,075.29","1,075.29","1,075.29","1,075.29",12620460
2007-10-24,"1,096.20","1,096.20","1,096.20","1,096.20",12446670
2007-10-25,"1,095.53","1,095.53","1,095.53","1,095.53",16736005
2007-10-26,"1,092.48","1,092.48","1,092.48","1,092.48",11979100
2007-10-29,"1,064.20","1,064.20","1,064.20","1,064.20",17289030
2007-10-30,"1,069.78","1,069.78","1,069.78","1,069.78",11858730
2007-10-31,"1,065.09","1,065.09","1,065.09","1,065.09",11398920
2007-11-01,"1,075.92","1,075.92","1,075.92","1,075.92",14156540
2007-11-02,"1,066.63","1,066.63","1,066.63","1,066.63",10934180
2007-11-05,"1,047.15","1,047.15","1,047.15","1,047.15",14173830
2007-11-06,"1,031.71","1,031.71","1,031.71","1,031.71",12928417
2007-11-07,"1,031.20","1,031.20","1,031.20","1,031.20",14628650
2007-11-08,"1,026.47","1,026.47","1,026.47","1,026.47",13223596
2007-11-09,"1,018.29","1,018.29","1,018.29","1,018.29",12562250
2007-11-12,"1,006.12","1,006.12","1,006.12","1,006.12",10517810
2007-11-13,973.59,973.59,973.59,973.59,13377809
2007-11-14,993.75,993.75,993.75,993.75,19727650
2007-11-15,"1,002.71","1,002.71","1,002.71","1,002.71",13916450
2007-11-16,998.22,998.22,998.22,998.22,11068140
2007-11-19,998.75,998.75,998.75,998.75,8293346
2007-11-20,983.52,983.52,983.52,983.52,7266350
2007-11-21,971.49,971.49,971.49,971.49,10116710
2007-11-22,977.17,977.17,977.17,977.17,8777814
2007-11-23,975.92,975.92,975.92,975.92,7763920
2007-11-26,991.38,991.38,991.38,991.38,12285906
2007-11-27,988.08,988.08,988.08,988.08,10068210
2007-11-28,984.57,984.57,984.57,984.57,8356830
2007-11-29,980.09,980.09,980.09,980.09,8212150
2007-11-30,972.35,972.35,972.35,972.35,10004690
2007-12-03,987.96,987.96,987.96,987.96,9871860
2007-12-04,988.91,988.91,988.91,988.91,10569560
2007-12-05,976.21,976.21,976.21,976.21,8192070
2007-12-06,974.46,974.46,974.46,974.46,6090220
2007-12-07,974.63,974.63,974.63,974.63,8376420
2007-12-10,958.48,958.48,958.48,958.48,7519960
2007-12-11,941.04,941.04,941.04,941.04,7740430
2007-12-12,946.32,946.32,946.32,946.32,9109190
2007-12-13,930.36,930.36,930.36,930.36,6491110
2007-12-14,922.09,922.09,922.09,922.09,8235270
2007-12-17,911.15,911.15,911.15,911.15,5756260
2007-12-18,919.60,919.60,919.60,919.60,7391100
2007-12-19,946.78,946.78,946.78,946.78,10002962
2007-12-20,930.45,930.45,930.45,930.45,8948750
2007-12-21,935.07,935.07,935.07,935.07,8239150
2007-12-24,930.86,930.86,930.86,930.86,6880160
2007-12-25,918.43,918.43,918.43,918.43,6586460
2007-12-26,924.37,924.37,924.37,924.37,8349610
2007-12-27,921.75,921.75,921.75,921.75,7301310
2007-12-28,927.02,927.02,927.02,927.02,5453340
2008-01-02,921.07,921.07,921.07,921.07,6006030
2008-01-03,908.25,908.25,908.25,908.25,8720040
2008-01-04,903.09,903.09,903.09,903.09,8129360
2008-01-07,887.08,887.08,887.08,887.08,7723300
2008-01-08,893.74,893.74,893.74,893.74,9242410
2008-01-09,878.41,878.41,878.41,878.41,7797560
2008-01-10,850.07,850.07,850.07,850.07,12351005
2008-01-11,860.77,860.77,860.77,860.77,7395180
2008-01-14,841.00,841.00,841.00,841.00,9670960
2008-01-15,808.83,808.83,808.83,808.83,10254400
2008-01-16,846.07,846.07,846.07,846.07,14112140
2008-01-17,833.81,833.81,833.81,833.81,11217240
2008-01-18,847.05,847.05,847.05,847.05,7332025
2008-01-21,833.88,833.88,833.88,833.88,8007160
2008-01-22,807.74,807.74,807.74,807.74,12196370
2008-01-23,776.68,776.68,776.68,776.68,10787310
2008-01-24,764.13,764.13,764.13,764.13,10111410
2008-01-25,776.04,776.04,776.04,776.04,7537230
2008-01-28,785.07,785.07,785.07,785.07,7204760
2008-01-29,811.61,811.61,811.61,811.61,9644190
2008-01-30,843.10,843.10,843.10,843.10,13767700
2008-01-31,844.11,844.11,844.11,844.11,13173055
2008-02-01,859.62,859.62,859.62,859.62,14488090
2008-02-12,841.23,841.23,841.23,841.23,6428550
2008-02-13,817.86,817.86,817.86,817.86,7904180
2008-02-14,823.46,823.46,823.46,823.46,8878890
2008-02-15,816.03,816.03,816.03,816.03,5815210
2008-02-18,782.57,782.57,782.57,782.57,14507240
2008-02-19,776.79,776.79,776.79,776.79,14373457
2008-02-20,744.92,744.92,744.92,744.92,12778170
2008-02-21,710.45,710.45,710.45,710.45,19943850
2008-02-22,687.10,687.10,687.10,687.10,15755940
2008-02-25,715.04,715.04,715.04,715.04,22270170
2008-02-26,692.91,692.91,692.91,692.91,13421100
2008-02-27,686.49,686.49,686.49,686.49,10797890
2008-02-28,678.12,678.12,678.12,678.12,10924700
2008-02-29,663.30,663.30,663.30,663.30,12750440
2008-03-03,635.24,635.24,635.24,635.24,12203400
2008-03-04,608.88,608.88,608.88,608.88,10318030
2008-03-05,583.45,583.45,583.45,583.45,11945850
2008-03-06,611.17,611.17,611.17,611.17,27176990
2008-03-07,640.14,640.14,640.14,640.14,9731280
2008-03-10,658.29,658.29,658.29,658.29,25706350
2008-03-11,638.71,638.71,638.71,638.71,19174060
2008-03-12,643.90,643.90,643.90,643.90,16021930
2008-03-13,647.60,647.60,647.60,647.60,14717260
2008-03-14,643.80,643.80,643.80,643.80,10149260
2008-03-17,615.71,615.71,615.71,615.71,16456921
2008-03-18,588.26,588.26,588.26,588.26,9053140
2008-03-19,573.45,573.45,573.45,573.45,25536110
2008-03-20,564.82,564.82,564.82,564.82,15105100
2008-03-21,545.68,545.68,545.68,545.68,13168470
2008-03-24,521.07,521.07,521.07,521.07,7026807
2008-03-25,496.64,496.64,496.64,496.64,8648010
2008-03-26,504.67,504.67,504.67,504.67,19471930
2008-03-27,508.75,508.75,508.75,508.75,6808770
2008-03-28,512.70,512.70,512.70,512.70,2898230
2008-03-31,516.85,516.85,516.85,516.85,4286141
2008-04-01,520.99,520.99,520.99,520.99,2532630
2008-04-02,525.11,525.11,525.11,525.11,2586950
2008-04-03,529.23,529.23,529.23,529.23,8377410
2008-04-04,533.00,533.00,533.00,533.00,832740
2008-04-07,542.33,542.33,542.33,542.33,7358110
2008-04-08,548.56,548.56,548.56,548.56,26603980
2008-04-09,552.05,552.05,552.05,552.05,10882570
2008-04-10,545.73,545.73,545.73,545.73,9789100
2008-04-11,539.01,539.01,539.01,539.01,8178620
2008-04-16,531.38,531.38,531.38,531.38,5937220
2008-04-17,537.58,537.58,537.58,537.58,13410110
2008-04-18,537.31,537.31,537.31,537.31,10395730
2008-04-21,534.92,534.92,534.92,534.92,6980595
2008-04-22,530.62,530.62,530.62,530.62,4628150
2008-04-23,521.95,521.95,521.95,521.95,6422390
2008-04-24,518.42,518.42,518.42,518.42,7421040
2008-04-25,515.88,515.88,515.88,515.88,6976270
2008-04-28,519.42,519.42,519.42,519.42,9435770
2008-04-29,522.36,522.36,522.36,522.36,9703430
2008-05-05,521.28,521.28,521.28,521.28,5729700
2008-05-06,518.35,518.35,518.35,518.35,6332500
2008-05-07,515.26,515.26,515.26,515.26,6646210
2008-05-08,507.94,507.94,507.94,507.94,4514990
2008-05-09,500.33,500.33,500.33,500.33,2421730
2008-05-12,492.04,492.04,492.04,492.04,2405280
2008-05-13,483.92,483.92,483.92,483.92,1065860
2008-05-14,475.50,475.50,475.50,475.50,926850
2008-05-15,466.67,466.67,466.67,466.67,1922360
2008-05-16,460.04,460.04,460.04,460.04,8934240
2008-05-19,455.67,455.67,455.67,455.67,4523680
2008-05-20,449.24,449.24,449.24,449.24,2843408
2008-05-21,441.75,441.75,441.75,441.75,2905040
2008-05-22,434.75,434.75,434.75,434.75,3219950
2008-05-23,428.05,428.05,428.05,428.05,3679200
2008-05-26,420.51,420.51,420.51,420.51,3712370
2008-05-30,414.10,414.10,414.10,414.10,2725780
2008-06-02,407.94,407.94,407.94,407.94,9801850
2008-06-03,401.20,401.20,401.20,401.20,3589770
2008-06-04,395.66,395.66,395.66,395.66,8531170
2008-06-05,390.08,390.08,390.08,390.08,3860490
2008-06-06,384.24,384.24,384.24,384.24,2154000
2008-06-09,379.12,379.12,379.12,379.12,2705520
2008-06-10,373.00,373.00,373.00,373.00,2999200
2008-06-11,370.45,370.45,370.45,370.45,12618750
2008-06-12,370.55,370.55,370.55,370.55,7386490
2008-06-13,372.68,372.68,372.68,372.68,9974620
2008-06-16,378.20,378.20,378.20,378.20,11265230
2008-06-17,384.71,384.71,384.71,384.71,8479250
2008-06-18,382.07,382.07,382.07,382.07,22531100
2008-06-19,373.27,373.27,373.27,373.27,7363980
2008-06-20,366.02,366.02,366.02,366.02,6912290
2008-06-23,368.95,368.95,368.95,368.95,9845180
2008-06-24,375.97,375.97,375.97,375.97,7069215
2008-06-25,383.78,383.78,383.78,383.78,8392040
2008-06-26,386.48,386.48,386.48,386.48,14447210
2008-06-27,392.61,392.61,392.61,392.61,8880180
2008-06-30,399.40,399.40,399.40,399.40,7574490
2008-07-01,409.61,409.61,409.61,409.61,8857960
2008-07-02,419.29,419.29,419.29,419.29,14600780
2008-07-03,430.05,430.05,430.05,430.05,8885420
2008-07-04,439.68,439.68,439.68,439.68,10796110
2008-07-07,435.89,435.89,435.89,435.89,25319130
2008-07-08,436.71,436.71,436.71,436.71,15344630
2008-07-09,439.55,439.55,439.55,439.55,15331440
2008-07-10,446.60,446.60,446.60,446.60,13736500
2008-07-11,456.64,456.64,456.64,456.64,12969670
2008-07-14,467.94,467.94,467.94,467.94,9441460
2008-07-15,479.80,479.80,479.80,479.80,11291170
2008-07-16,486.53,486.53,486.53,486.53,37391560
2008-07-17,489.83,489.83,489.83,489.83,15030680
2008-07-18,483.05,483.05,483.05,483.05,26871610
2008-07-21,470.82,470.82,470.82,470.82,14164760
2008-07-22,457.88,461.31,461.31,457.88,1658250
2008-07-23,445.59,451.17,451.17,445.59,1654210
2008-07-24,435.79,435.73,440.99,434.01,23590880
2008-07-25,429.46,428.04,429.46,427.40,8949150
2008-07-28,434.64,426.23,434.64,425.94,15154790
2008-07-29,444.40,443.45,445.12,443.45,14919160
2008-07-30,448.27,448.39,448.81,442.83,20923200
2008-07-31,451.36,447.42,451.36,444.94,13152170
2008-08-01,447.11,447.37,449.86,446.48,11921450
2008-08-04,439.41,439.49,440.52,438.17,11996060
2008-08-05,430.26,429.78,430.26,428.63,10393270
2008-08-06,437.45,431.43,437.45,431.43,16476350
2008-08-07,438.83,446.85,446.87,438.83,17026680
2008-08-08,444.28,441.79,444.29,438.82,14531080
2008-08-11,454.80,454.87,455.08,454.04,15050360
2008-08-12,459.89,464.09,464.62,456.27,22844700
2008-08-13,464.01,460.28,465.17,457.31,21705780
2008-08-14,476.50,470.14,476.56,469.64,20073400
2008-08-15,488.94,488.81,489.18,488.69,9033650
2008-08-18,508.05,504.14,508.48,503.65,18106750
2008-08-19,511.53,520.51,520.51,506.76,33607660
2008-08-20,508.47,497.75,514.95,497.75,31022144
2008-08-21,525.98,512.54,525.98,510.69,24841640
2008-08-22,526.98,535.99,536.61,526.98,22235840
2008-08-25,548.25,544.75,548.72,542.89,20319070
2008-08-26,561.67,568.36,569.54,561.67,17749350
2008-08-27,561.85,568.91,575.71,561.85,31361510
2008-08-28,547.69,549.84,551.30,547.45,35699900
2008-08-29,539.10,533.10,539.10,531.37,31652160
2008-09-03,555.14,552.60,559.34,552.60,16871130
2008-09-04,558.56,556.61,558.62,549.71,29344810
2008-09-05,546.66,551.35,553.37,546.66,21564700
2008-09-08,532.71,527.84,536.10,526.03,35505820
2008-09-09,525.49,532.89,542.96,525.49,29742960
2008-09-10,514.45,530.01,530.25,508.69,28468235
2008-09-11,497.01,499.03,500.14,496.84,16986940
2008-09-12,476.00,477.36,479.45,475.14,15150500
2008-09-15,476.76,470.38,493.16,470.38,30863340
2008-09-16,455.95,466.16,466.16,455.95,16647670
2008-09-17,437.24,436.24,438.79,436.24,14371590
2008-09-18,419.28,417.00,419.28,416.88,11118760
2008-09-19,439.06,434.14,439.15,434.14,23412260
2008-09-22,459.86,459.64,459.87,459.57,7598470
2008-09-23,465.87,455.62,474.63,452.76,38554200
2008-09-24,455.05,461.19,465.62,454.55,13227840
2008-09-25,470.43,459.06,470.43,459.06,17547350
2008-09-26,483.81,490.26,490.26,475.60,22165650
2008-09-29,479.00,476.72,487.24,472.42,18697370
2008-09-30,456.70,457.26,457.26,456.58,4350900
2008-10-01,454.41,463.26,464.20,448.03,19417801
2008-10-02,460.25,466.11,466.93,454.17,14619680
2008-10-03,452.14,449.44,456.56,449.44,10412300
2008-10-06,433.71,436.70,437.37,432.12,14274570
2008-10-07,414.24,413.63,415.12,413.63,10209120
2008-10-08,401.33,397.20,402.37,396.88,16725130
2008-10-09,397.68,389.98,410.01,389.98,20960410
2008-10-10,379.06,379.10,381.90,378.66,16106450
2008-10-13,371.67,377.77,381.07,371.40,13411350
2008-10-14,389.33,381.94,389.33,381.94,8276890
2008-10-15,397.15,399.86,399.86,388.29,26280850
2008-10-16,384.61,380.44,388.42,380.44,13217750
2008-10-17,382.51,385.77,386.06,382.03,11405170
2008-10-20,370.80,377.20,377.99,370.75,12581880
2008-10-21,379.94,378.85,379.94,373.56,16760590
2008-10-22,374.91,370.48,374.91,370.48,12970320
2008-10-23,360.43,361.21,363.17,359.49,12780820
2008-10-24,345.11,346.51,348.25,345.11,13059310
2008-10-27,329.28,329.43,330.37,329.04,13256420
2008-10-28,322.80,313.63,322.80,313.63,16453930
2008-10-29,331.62,336.75,336.95,328.70,20635120
2008-10-30,336.57,330.29,337.14,328.20,15911120
2008-10-31,347.05,343.22,347.05,342.66,12227610
2008-11-03,348.64,347.73,351.10,343.74,15606860
2008-11-04,361.44,349.04,363.15,348.57,18573130
2008-11-05,377.83,377.79,377.83,376.99,15392380
2008-11-06,379.51,371.58,388.27,369.55,29703620
2008-11-07,365.97,366.25,371.65,364.99,17263510
2008-11-10,366.00,368.38,372.27,365.73,15859990
2008-11-11,351.71,355.50,356.54,351.36,14274689
2008-11-12,342.33,339.01,342.33,338.72,11823900
2008-11-13,346.24,334.51,347.57,334.51,14846371
2008-11-14,352.07,357.75,357.75,351.72,13393590
2008-11-17,345.05,346.89,348.93,345.05,8888200
2008-11-18,340.69,338.61,342.00,338.46,10016710
2008-11-19,336.89,342.93,342.93,336.89,9102660
2008-11-20,325.74,326.56,328.64,324.90,14353560
2008-11-21,318.96,315.50,322.35,315.23,16226392
2008-11-24,317.93,322.79,322.79,317.93,11340410
2008-11-25,320.33,320.14,320.33,317.64,10623020
2008-11-26,311.74,318.19,318.20,311.74,9808060
2008-11-27,303.54,308.57,309.59,303.54,12503090
2008-11-28,314.74,311.36,314.74,311.36,12260470
2008-12-01,314.71,313.33,317.37,310.03,10418820
2008-12-02,307.45,305.95,307.93,305.87,8076310
2008-12-03,306.22,307.90,308.12,304.28,8194110
2008-12-04,308.60,306.44,310.85,306.44,10036810
2008-12-05,299.68,303.83,303.91,298.80,10249710
2008-12-08,288.69,291.83,292.36,287.90,12273460
2008-12-09,293.30,285.56,293.30,285.53,8772330
2008-12-10,286.85,290.05,290.22,286.85,9169390
2008-12-11,288.93,285.56,289.48,284.06,7566890
2008-12-12,299.54,295.51,299.54,295.25,11791900
2008-12-15,308.28,308.02,308.28,303.68,9958090
2008-12-16,296.42,305.65,305.65,296.21,11861650
2008-12-17,301.02,295.04,301.77,293.09,10815020
2008-12-18,305.56,301.34,305.56,300.28,10454210
2008-12-19,307.26,305.51,309.93,305.51,11092140
2008-12-22,310.05,314.36,314.76,310.05,11515820
2008-12-23,303.93,303.79,304.67,301.74,12111540
2008-12-24,304.05,298.78,304.05,298.66,9010150
2008-12-25,302.19,304.29,304.37,301.93,6816790
2008-12-26,304.46,300.91,304.46,300.46,9665235
2008-12-29,308.56,306.45,308.56,306.45,7871530
2008-12-30,316.32,310.61,316.32,310.29,13696580
2008-12-31,315.62,318.36,318.49,314.37,14181935
2009-01-02,313.34,312.49,313.34,312.18,5339020
2009-01-05,311.91,308.77,311.91,308.25,7592360
2009-01-06,314.04,312.91,315.02,312.88,12428870
2009-01-07,319.58,320.40,322.59,319.29,14228790
2009-01-08,314.15,315.92,318.79,313.04,13019120
2009-01-09,313.40,313.75,313.82,312.12,8480140
2009-01-12,312.18,311.24,312.65,310.33,5807520
2009-01-13,307.13,308.57,309.16,306.92,7568260
2009-01-14,307.98,306.14,310.33,306.14,8536995
2009-01-15,304.01,304.31,305.54,304.01,6057870
2009-01-16,306.12,305.72,307.10,305.04,6814180
2009-01-19,304.98,305.89,306.38,304.53,4583480
2009-01-20,302.86,303.11,303.53,302.74,5244560
2009-01-21,300.04,300.92,301.97,300.02,4917300
2009-01-22,301.12,300.68,302.29,300.68,4614330
2009-01-23,303.21,300.38,303.21,300.38,4112440
2009-02-02,297.52,301.12,301.29,297.52,4712430
2009-02-03,288.69,291.60,292.18,288.69,8010140
2009-02-04,286.11,286.83,290.99,286.11,5660880
2009-02-05,277.81,284.34,284.34,277.81,7327450
2009-02-06,281.63,279.74,281.63,277.06,7258020
2009-02-09,287.57,285.55,287.83,284.29,5726540
2009-02-10,282.02,282.82,283.15,281.60,5934120
2009-02-11,276.22,275.06,276.71,274.83,7376070
2009-02-12,276.09,275.37,277.83,275.37,8153820
2009-02-13,274.51,274.21,275.29,274.21,5595890
2009-02-16,272.31,274.86,274.91,272.07,5540310
2009-02-17,263.07,268.76,269.30,263.07,9675860
2009-02-18,255.09,255.18,256.74,254.20,11098350
2009-02-19,254.85,257.31,258.21,253.37,9407520
2009-02-20,252.57,252.42,252.57,250.54,7622500
2009-02-23,244.02,247.04,247.64,243.81,10407850
2009-02-24,235.50,236.57,236.70,234.66,11310260
2009-02-25,244.33,241.90,244.46,241.45,9445300
2009-02-26,242.53,241.78,242.76,237.88,12803640
2009-02-27,245.74,239.75,246.06,239.69,9053270
2009-03-02,247.66,244.23,247.74,244.23,7347340
2009-03-03,241.46,241.79,242.51,240.96,9639650
2009-03-04,244.36,243.07,245.37,242.92,7707150
2009-03-05,246.68,249.69,249.69,246.68,8592740
2009-03-06,245.70,244.60,245.70,243.76,7324840
2009-03-09,247.85,246.99,247.85,246.52,8768390
2009-03-10,251.88,249.71,251.88,248.00,12091660
2009-03-11,255.85,258.42,258.42,255.85,17310330
2009-03-12,251.01,251.87,254.42,249.76,19470130
2009-03-13,251.44,252.55,253.23,251.44,11869630
2009-03-16,254.56,252.68,254.56,252.45,12039405
2009-03-17,263.20,257.60,263.20,257.60,20882715
2009-03-18,273.39,273.29,273.39,272.42,26366500
2009-03-19,267.04,272.81,276.81,267.04,32207210
2009-03-20,266.62,264.76,269.90,264.76,16653660
2009-03-23,260.16,264.86,265.11,260.16,16799205
2009-03-24,270.62,271.17,271.36,269.52,20647370
2009-03-25,277.63,270.03,278.29,269.64,26740880
2009-03-26,286.25,285.25,286.25,283.27,26188400
2009-03-27,287.41,292.64,292.85,287.41,35290330
